Organism_name	CAI	Host	CodonSum
Grapevine Roditis leaf discoloration-associated virus :Badnavirus decoloratiovitis:dsDNA-RT:Vitis vinifera:GCF_001019755.1	0.694464398503313	Vitis_vinifera.PN40024.v4	2249
Wild vitis virus 1 :Wild Vitis latent virus:ssDNA(+/-):Vitis vinifera:GCF_002270745.1	0.667104379441496	Vitis_vinifera.PN40024.v4	1105
Grapevine leafroll-associated virus 5 :Grapevine leafroll-associated virus 4:ssRNA(+):Vitis vinifera:GCF_000894915.1	0.681315259737311	Vitis_vinifera.PN40024.v4	4352
Grapevine rupestris stem pitting-associated virus :Grapevine rupestris stem pitting-associated virus:ssRNA(+)::GCF_000860125.1	0.708992969321858	Vitis_vinifera.PN40024.v4	2837
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	0.683481713267006	Vitis_vinifera.PN40024.v4	2457
Grapevine virus I :Grapevine virus I:ssRNA(+):Vitis vinifera:GCF_002937185.1	0.723044908615316	Vitis_vinifera.PN40024.v4	2447
Wild vitis virus 1 :Wild Vitis latent virus:ssDNA(+/-):Vitis vinifera:GCF_004788375.1	0.664793338838636	Vitis_vinifera.PN40024.v4	1105
Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1	0.677843645733929	Vitis_vinifera.PN40024.v4	2437
Grapevine leafroll-associated virus 1 :Grapevine leafroll-associated virus 1:ssRNA(+)::GCF_000895715.1	0.632441746219171	Vitis_vinifera.PN40024.v4	5466
Tomato black ring virus :Nepovirus nigranuli:ssRNA(+)::GCF_000853325.1	0.721342700553741	Vitis_vinifera.PN40024.v4	3609
Squash mosaic virus :Comovirus cucurbitae:ssRNA(+)::GCF_000861625.1	0.707174901535275	Cucumis_sativus.ASM407v2	2867
Pepper yellow leaf curl Indonesia virus :Pepper yellow leaf curl Indonesia virus:ssDNA(+/-)::GCF_000867505.1	0.66931790681635	Cucumis_sativus.ASM407v2	1561
Cabbage leaf curl virus :Cabbage leaf curl virus:ssDNA(+/-)::GCF_000838405.1	0.664951457389332	Cucumis_sativus.ASM407v2	1533
Tobacco curly shoot virus :Tobacco curly shoot virus:ssDNA(+/-):Solanum lycopersicum:GCF_000859325.1	0.665955870693039	Cucumis_sativus.ASM407v2	1099
Melon partitivirus :Melon partitivirus:dsRNA:Cucumis melo:GCF_004117375.1	0.661162479000171	Cucumis_sativus.ASM407v2	960
Tomato yellow leaf curl virus :Tomato yellow leaf curl virus:ssDNA(+/-):Capsicum annuum:GCF_000858205.1	0.671499952108106	Cucumis_sativus.ASM407v2	1097
Suakwa aphid-borne yellows virus :Suakwa aphid-borne yellows virus:ssRNA(+):Luffa aegyptiaca:GCF_000900095.2	0.64737351018018	Cucumis_sativus.ASM407v2	3061
Cucumber necrosis virus :Tombusvirus cucumis:ssRNA(+)::GCF_000848185.1	0.652677791034055	Cucumis_sativus.ASM407v2	1856
Papaya leaf distortion mosaic virus :Papaya leaf distortion mosaic virus:ssRNA(+)::GCF_000860965.1	0.671115893416414	Cucumis_sativus.ASM407v2	3269
Zucchini tigre mosaic virus :Zucchini tigre mosaic virus:ssRNA(+):Momordica charantia:GCF_000915255.1	0.668642152720817	Cucumis_sativus.ASM407v2	3346
Cucumber chlorotic leaf virus :Cucumber chlorotic leaf virus:ssDNA(+/-):Cucumis sativus:GCF_018587415.2	0.661066506370499	Cucumis_sativus.ASM407v2	1533
Melon yellow spot virus :Orthotospovirus meloflavi:ssRNA(+/-)::GCF_000867545.1	0.668988345699784	Cucumis_sativus.ASM407v2	5053
Pepper golden mosaic virus :Pepper golden mosaic virus:ssDNA(+/-)::GCF_000842765.1	0.648966854638886	Cucumis_sativus.ASM407v2	1403
Squash leaf curl Philippines virus :Squash leaf curl Philippines virus:ssDNA(+/-):Cucurbita moschata:GCF_000843565.1	0.648975042850727	Cucumis_sativus.ASM407v2	1546
Chickpea chlorotic dwarf virus :Chickpea chlorotic dwarf virus:ssDNA(+/-):Cicer arietinum:GCF_000880315.1	0.726184497596667	Cucumis_sativus.ASM407v2	963
Tomato leaf curl Virudhunagar alphasatellite :Tomato leaf curl Virudhunagar alphasatellite:ssDNA:Momordica charantia:GCF_013087705.1	0.674294683378615	Cucumis_sativus.ASM407v2	489
Senna leaf curl virus :Senna leaf curl virus:ssDNA(+/-):Senna occidentalis:GCF_001706945.1	0.650212699033855	Cucumis_sativus.ASM407v2	1224
Tomato yellow leaf curl Sardinia virus :Tomato yellow leaf curl Sardinia virus:ssDNA(+/-)::GCF_000844945.1	0.655521092939349	Cucumis_sativus.ASM407v2	1098
Tomato yellow leaf curl Kanchanaburi virus :Tomato yellow leaf curl Kanchanaburi virus:ssDNA(+/-)::GCF_000840985.1	0.676112899486796	Cucumis_sativus.ASM407v2	1650
Tomato golden mottle virus :Tomato golden mottle virus:ssDNA(+/-):Solanum lycopersicum:GCF_000839225.1	0.660853203964418	Cucumis_sativus.ASM407v2	1506
Snake melon asteroid mosaic virus :Sobemovirus smamv:ssRNA(+):Cucumis melo:GCF_023155245.1	0.660985479965792	Cucumis_sativus.ASM407v2	1930
Cucurbit aphid-borne yellows virus :Cucurbit aphid-borne yellows virus:ssRNA(+)::GCF_000855065.1	0.650810302230795	Cucumis_sativus.ASM407v2	2978
Orthotospovirus tomatomaculae :Orthotospovirus tomatomaculae:ssRNA(+/-)::GCF_000854725.1	0.648931338115754	Cucumis_sativus.ASM407v2	4732
Tomato black ring virus satellite RNA :Tomato black ring virus satellite RNA:RNA::GCF_000855605.1	0.677685319934341	Cucumis_sativus.ASM407v2	419
Wild melon vein banding virus :Wild melon banding virus:ssRNA(+):Cucumis melo subsp. agrestis:GCF_002270685.1	0.664671913362095	Cucumis_sativus.ASM407v2	3281
Prunus necrotic ringspot virus :Prunus necrotic ringspot virus:ssRNA(+)::GCF_000851045.1	0.669024965906283	Cucumis_sativus.ASM407v2	1844
Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1	0.649941156907173	Cucumis_sativus.ASM407v2	526
Zucchini yellow mosaic virus :Zucchini yellow mosaic virus:ssRNA(+):Luffa aegyptiaca:GCF_000861645.1	0.675267185783615	Cucumis_sativus.ASM407v2	3080
Cucurbit aphid borne yellows virus associated RNA :Cucurbit aphid borne yellows virus associated RNA:RNA:Cucumis sativus:GCF_000943725.1	0.595801010309952	Cucumis_sativus.ASM407v2	981
Tomato leaf curl New Delhi virus :Tomato leaf curl New Delhi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842925.1	0.648230196024487	Cucumis_sativus.ASM407v2	1924
Papaya ringspot virus :Papaya ringspot virus:ssRNA(+)::GCF_000862045.1	0.684676625375467	Cucumis_sativus.ASM407v2	3344
Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1	0.668693644221049	Cucumis_sativus.ASM407v2	3672
Tomato leaf curl Palampur virus :Tomato leaf curl Palampur virus:ssDNA(+/-):Solanum lycopersicum:GCF_000875365.1	0.649927442762571	Cucumis_sativus.ASM407v2	1787
Pepo aphid-borne yellows virus :Pepo aphid-borne yellows virus:ssRNA(+):Cucurbita pepo:GCF_001654125.1	0.640182042173695	Cucumis_sativus.ASM407v2	3002
Groundnut ringspot virus :Orthotospovirus arachianuli:ssRNA(+/-):Arachis hypogaea:GCF_003972785.1	0.648668022870621	Cucumis_sativus.ASM407v2	4265
Pepper huasteco yellow vein virus :Pepper huasteco yellow vein virus:ssDNA(+/-)::GCF_000839505.1	0.648044115347922	Cucumis_sativus.ASM407v2	1590
Zucchini lethal chlorosis virus :Orthotospovirus cucurbichlorosis:ssRNA(+/-):Cucurbita pepo:GCF_001876895.1	0.659499965502131	Cucumis_sativus.ASM407v2	5040
Watermelon chlorotic stunt virus :Watermelon chlorotic stunt virus:ssDNA(+/-):Citrullus lanatus subsp. vulgaris:GCF_000837565.1	0.648036411993576	Cucumis_sativus.ASM407v2	1610
Cucumber green mottle mosaic virus :Cucumber green mottle mosaic virus:ssRNA(+)::GCF_000849225.1	0.673884080418191	Cucumis_sativus.ASM407v2	3216
Squash leaf curl China virus :Squash leaf curl China virus:ssDNA(+/-)::GCF_000865805.1	0.639364072721019	Cucumis_sativus.ASM407v2	1766
Squash leaf curl virus :Squash leaf curl virus:ssDNA(+/-)::GCF_000837705.1	0.650127859949948	Cucumis_sativus.ASM407v2	1410
Tomato leaf curl Karnataka virus :Tomato leaf curl Karnataka virus:ssDNA(+/-)::GCF_000840185.1	0.6742959429296	Cucumis_sativus.ASM407v2	1100
Watermelon bud necrosis virus :Orthotospovirus citrullonecrosis:ssRNA(+/-):Citrullus lanatus:GCF_002816095.1	0.659229685754789	Cucumis_sativus.ASM407v2	5020
Mungbean yellow mosaic India virus :Mungbean yellow mosaic India virus:ssDNA(+/-)::GCF_000858565.1	0.676937779196209	Cucumis_sativus.ASM407v2	1684
Cucurbit leaf crumple virus :Cucurbit leaf crumple virus:ssDNA(+/-)::GCF_000837305.1	0.643171513357132	Cucumis_sativus.ASM407v2	1412
Tomato severe rugose virus :Tomato severe rugose virus:ssDNA(+/-):Capsicum frutescens:GCF_000874065.1	0.667121383298158	Cucumis_sativus.ASM407v2	951
Tobacco ringspot virus :Nepovirus nicotianae:ssRNA(+)::GCF_000856105.1	0.702345160887561	Cucumis_sativus.ASM407v2	3405
Orthotospovirus citrullomaculosi :Orthotospovirus citrullomaculosi:ssRNA(+/-)::GCF_000858945.1	0.660333447999508	Cucumis_sativus.ASM407v2	5025
Croton yellow vein mosaic virus :Croton yellow vein mosaic virus:ssDNA(+/-):Croton bonplandianus:GCF_000857305.1	0.678305000955047	Cucumis_sativus.ASM407v2	1195
Tomato leaf curl Oman virus :Tomato leaf curl Oman virus:ssDNA(+/-):Solanum lycopersicum:GCF_000888615.1	0.674368884438463	Cucumis_sativus.ASM407v2	1082
Melon chlorotic mosaic virus :Melon chlorotic mosaic virus:ssDNA(+/-):Citrullus lanatus subsp. vulgaris:GCF_000887515.1	0.651695659218445	Cucumis_sativus.ASM407v2	1542
Tomato chlorosis virus :Tomato chlorosis virus:ssRNA(+):Solanum lycopersicum:GCF_000864085.1	0.685901121432406	Cucumis_sativus.ASM407v2	4656
Physostegia chlorotic mottle virus :Alphanucleorhabdovirus physostegiae:ssRNA(-):Physostegia:GCF_013087375.1	0.660494289110268	Cucumis_sativus.ASM407v2	3979
Sudan watermelon mosaic virus :Sudan watermelon mosaic virus:ssRNA(+):Cucumis melo var. flexuosus:GCF_002270985.1	0.675569927366503	Cucumis_sativus.ASM407v2	3295
Cucurbit chlorotic yellows virus :Cucurbit chlorotic yellows virus:ssRNA(+):Cucumis melo:GCF_000898355.1	0.669244248739212	Cucumis_sativus.ASM407v2	4918
Luffa aphid-borne yellows virus :Luffa aphid-borne yellows virus:ssRNA(+):Luffa acutangula:GCF_001271315.1	0.646218960296143	Cucumis_sativus.ASM407v2	3077
Papaya leaf curl virus :Papaya leaf curl virus:ssDNA(+/-)::GCF_000841085.1	0.678082175860193	Cucumis_sativus.ASM407v2	1193
Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1	0.679199990820577	Cucumis_sativus.ASM407v2	1137
Cucumber leaf spot virus :Aureusvirus cucumis:ssRNA(+)::GCF_000868905.1	0.659541193688252	Cucumis_sativus.ASM407v2	1740
Rhynchosia golden mosaic Sinaloa virus :Rhynchosia golden mosaic Sinaloa virus:ssDNA(+/-):Rhynchosia minima:GCF_002867615.1	0.648300026959234	Cucumis_sativus.ASM407v2	1526
Melon yellowing-associated virus :Melon yellowing-associated virus:ssRNA(+):Cucumis melo:GCF_002817615.1	0.694140440580305	Cucumis_sativus.ASM407v2	2988
Tomato severe leaf curl virus :Tomato severe leaf curl virus:ssDNA(+/-)::GCF_000845785.1	0.662121651927449	Cucumis_sativus.ASM407v2	855
Squash chlorotic leaf spot virus :Torradovirus cucurbitae:ssRNA(+):Cucurbita moschata:GCF_002219665.1	0.694167741877196	Cucumis_sativus.ASM407v2	3494
Cucumis melo alphaendornavirus :Cucumis melo alphaendornavirus:dsRNA:Cucumis melo:GCF_001550465.1	0.625292346569839	Cucumis_sativus.ASM407v2	4939
Cucumber Bulgarian latent virus :Tombusvirus bulgariaense:ssRNA(+)::GCF_000852545.1	0.673371596332412	Cucumis_sativus.ASM407v2	1788
Tobacco necrosis virus D :Betanecrovirus nicotianae:ssRNA(+)::GCF_000848725.1	0.67966375088465	Cucumis_sativus.ASM407v2	1387
Cucumber fruit mottle mosaic virus :Cucumber fruit mottle mosaic virus:ssRNA(+)::GCF_000849365.1	0.66934418950758	Cucumis_sativus.ASM407v2	2085
Cucurbit cytorhabdovirus 1 :Cytorhabdovirus cucurbitae:ssRNA(-):Cucurbita pepo var. melopepo:GCF_023148675.1	0.642144784962532	Cucumis_sativus.ASM407v2	3240
Melon mild mottle virus :Nepovirus cucumis:ssRNA(+):Cucumis melo:GCF_002867185.1	0.712315029462126	Cucumis_sativus.ASM407v2	3434
Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1	0.674773137279825	Cucumis_sativus.ASM407v2	3063
Cucurbit yellow stunting disorder virus :Cucurbit yellow stunting disorder virus:ssRNA(+):Cucurbitaceae:GCF_000851805.1	0.65486375427289	Cucumis_sativus.ASM407v2	5117
Tomato mosaic virus :Tomato mosaic virus:ssRNA(+):Solanum lycopersicum:GCF_000853705.1	0.66012876421585	Cucumis_sativus.ASM407v2	3154
Watermelon crinkle leaf-associated virus 1 :Watermelon crinkle leaf-associated virus 1:ssRNA(-):Citrullus lanatus:GCF_029888345.1	0.663833879220673	Cucumis_sativus.ASM407v2	2915
Tomato leaf curl virus :Tomato leaf curl virus:ssDNA(+/-)::GCF_000838425.1	0.677463369430285	Cucumis_sativus.ASM407v2	1104
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	0.677273363750162	Cucumis_sativus.ASM407v2	2457
Kyuri green mottle mosaic virus :Kyuri green mottle mosaic virus:ssRNA(+)::GCF_000859605.1	0.668980733095133	Cucumis_sativus.ASM407v2	3258
Watermelon mosaic virus :Watermelon mosaic virus:ssRNA(+)::GCF_000856625.1	0.680249070796866	Cucumis_sativus.ASM407v2	3217
Moroccan watermelon mosaic virus :Moroccan watermelon mosaic virus:ssRNA(+):Cucurbita pepo var. melopepo:GCF_000871305.1	0.68180041935988	Cucumis_sativus.ASM407v2	3124
Mesta yellow vein mosaic virus :Mesta yellow vein mosaic virus:ssDNA(+/-):Hibiscus cannabinus:GCF_000873045.1	0.669410371041617	Cucumis_sativus.ASM407v2	1096
Melon chlorotic mosaic alphasatellite :Melon chlorotic mosaic alphasatellite:ssDNA:Citrullus lanatus subsp. vulgaris:GCF_000890035.1	0.666251975660061	Cucumis_sativus.ASM407v2	453
Tomato black ring virus :Nepovirus nigranuli:ssRNA(+)::GCF_000853325.1	0.711342095153495	Cucumis_sativus.ASM407v2	3609
Squash mosaic virus :Comovirus cucurbitae:ssRNA(+)::GCF_000861625.1	0.71430064442209	Cucumis_melo.Melonv4	2867
Pepper yellow leaf curl Indonesia virus :Pepper yellow leaf curl Indonesia virus:ssDNA(+/-)::GCF_000867505.1	0.675965975754892	Cucumis_melo.Melonv4	1561
Cabbage leaf curl virus :Cabbage leaf curl virus:ssDNA(+/-)::GCF_000838405.1	0.670648354721217	Cucumis_melo.Melonv4	1533
Tobacco curly shoot virus :Tobacco curly shoot virus:ssDNA(+/-):Solanum lycopersicum:GCF_000859325.1	0.673499814682285	Cucumis_melo.Melonv4	1099
Melon partitivirus :Melon partitivirus:dsRNA:Cucumis melo:GCF_004117375.1	0.669266135853184	Cucumis_melo.Melonv4	960
Tomato yellow leaf curl virus :Tomato yellow leaf curl virus:ssDNA(+/-):Capsicum annuum:GCF_000858205.1	0.678749628097487	Cucumis_melo.Melonv4	1097
Suakwa aphid-borne yellows virus :Suakwa aphid-borne yellows virus:ssRNA(+):Luffa aegyptiaca:GCF_000900095.2	0.653270521478661	Cucumis_melo.Melonv4	3061
Cucumber necrosis virus :Tombusvirus cucumis:ssRNA(+)::GCF_000848185.1	0.659673864447497	Cucumis_melo.Melonv4	1856
Papaya leaf distortion mosaic virus :Papaya leaf distortion mosaic virus:ssRNA(+)::GCF_000860965.1	0.676872173105349	Cucumis_melo.Melonv4	3269
Zucchini tigre mosaic virus :Zucchini tigre mosaic virus:ssRNA(+):Momordica charantia:GCF_000915255.1	0.674560087344131	Cucumis_melo.Melonv4	3346
Cucumber chlorotic leaf virus :Cucumber chlorotic leaf virus:ssDNA(+/-):Cucumis sativus:GCF_018587415.2	0.666608424284823	Cucumis_melo.Melonv4	1533
Melon yellow spot virus :Orthotospovirus meloflavi:ssRNA(+/-)::GCF_000867545.1	0.673752476859647	Cucumis_melo.Melonv4	5053
Pepper golden mosaic virus :Pepper golden mosaic virus:ssDNA(+/-)::GCF_000842765.1	0.654816853920797	Cucumis_melo.Melonv4	1403
Squash leaf curl Philippines virus :Squash leaf curl Philippines virus:ssDNA(+/-):Cucurbita moschata:GCF_000843565.1	0.654531889680665	Cucumis_melo.Melonv4	1546
Chickpea chlorotic dwarf virus :Chickpea chlorotic dwarf virus:ssDNA(+/-):Cicer arietinum:GCF_000880315.1	0.731433230026948	Cucumis_melo.Melonv4	963
Tomato leaf curl Virudhunagar alphasatellite :Tomato leaf curl Virudhunagar alphasatellite:ssDNA:Momordica charantia:GCF_013087705.1	0.681566108764725	Cucumis_melo.Melonv4	489
Senna leaf curl virus :Senna leaf curl virus:ssDNA(+/-):Senna occidentalis:GCF_001706945.1	0.65640721535125	Cucumis_melo.Melonv4	1224
Tomato yellow leaf curl Sardinia virus :Tomato yellow leaf curl Sardinia virus:ssDNA(+/-)::GCF_000844945.1	0.663610957843814	Cucumis_melo.Melonv4	1098
Tomato yellow leaf curl Kanchanaburi virus :Tomato yellow leaf curl Kanchanaburi virus:ssDNA(+/-)::GCF_000840985.1	0.683283995976762	Cucumis_melo.Melonv4	1650
Tomato golden mottle virus :Tomato golden mottle virus:ssDNA(+/-):Solanum lycopersicum:GCF_000839225.1	0.667143103908706	Cucumis_melo.Melonv4	1506
Snake melon asteroid mosaic virus :Sobemovirus smamv:ssRNA(+):Cucumis melo:GCF_023155245.1	0.668135151640059	Cucumis_melo.Melonv4	1930
Cucurbit aphid-borne yellows virus :Cucurbit aphid-borne yellows virus:ssRNA(+)::GCF_000855065.1	0.657254121446804	Cucumis_melo.Melonv4	2978
Orthotospovirus tomatomaculae :Orthotospovirus tomatomaculae:ssRNA(+/-)::GCF_000854725.1	0.655004533646581	Cucumis_melo.Melonv4	4732
Tomato black ring virus satellite RNA :Tomato black ring virus satellite RNA:RNA::GCF_000855605.1	0.684151295972073	Cucumis_melo.Melonv4	419
Wild melon vein banding virus :Wild melon banding virus:ssRNA(+):Cucumis melo subsp. agrestis:GCF_002270685.1	0.669649112887527	Cucumis_melo.Melonv4	3281
Prunus necrotic ringspot virus :Prunus necrotic ringspot virus:ssRNA(+)::GCF_000851045.1	0.676066624175691	Cucumis_melo.Melonv4	1844
Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1	0.657082758852242	Cucumis_melo.Melonv4	526
Zucchini yellow mosaic virus :Zucchini yellow mosaic virus:ssRNA(+):Luffa aegyptiaca:GCF_000861645.1	0.680324186136274	Cucumis_melo.Melonv4	3080
Cucurbit aphid borne yellows virus associated RNA :Cucurbit aphid borne yellows virus associated RNA:RNA:Cucumis sativus:GCF_000943725.1	0.604066000076108	Cucumis_melo.Melonv4	981
Tomato leaf curl New Delhi virus :Tomato leaf curl New Delhi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842925.1	0.654087260799541	Cucumis_melo.Melonv4	1924
Papaya ringspot virus :Papaya ringspot virus:ssRNA(+)::GCF_000862045.1	0.691135637256893	Cucumis_melo.Melonv4	3344
Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1	0.674643295615111	Cucumis_melo.Melonv4	3672
Tomato leaf curl Palampur virus :Tomato leaf curl Palampur virus:ssDNA(+/-):Solanum lycopersicum:GCF_000875365.1	0.657391032076138	Cucumis_melo.Melonv4	1787
Pepo aphid-borne yellows virus :Pepo aphid-borne yellows virus:ssRNA(+):Cucurbita pepo:GCF_001654125.1	0.64792602846499	Cucumis_melo.Melonv4	3002
Groundnut ringspot virus :Orthotospovirus arachianuli:ssRNA(+/-):Arachis hypogaea:GCF_003972785.1	0.65445505361809	Cucumis_melo.Melonv4	4265
Pepper huasteco yellow vein virus :Pepper huasteco yellow vein virus:ssDNA(+/-)::GCF_000839505.1	0.654935429451435	Cucumis_melo.Melonv4	1590
Zucchini lethal chlorosis virus :Orthotospovirus cucurbichlorosis:ssRNA(+/-):Cucurbita pepo:GCF_001876895.1	0.664918464491693	Cucumis_melo.Melonv4	5040
Watermelon chlorotic stunt virus :Watermelon chlorotic stunt virus:ssDNA(+/-):Citrullus lanatus subsp. vulgaris:GCF_000837565.1	0.654410032143894	Cucumis_melo.Melonv4	1610
Cucumber green mottle mosaic virus :Cucumber green mottle mosaic virus:ssRNA(+)::GCF_000849225.1	0.681973232548727	Cucumis_melo.Melonv4	3216
Squash leaf curl China virus :Squash leaf curl China virus:ssDNA(+/-)::GCF_000865805.1	0.646032727592341	Cucumis_melo.Melonv4	1766
Squash leaf curl virus :Squash leaf curl virus:ssDNA(+/-)::GCF_000837705.1	0.65727441000771	Cucumis_melo.Melonv4	1410
Tomato leaf curl Karnataka virus :Tomato leaf curl Karnataka virus:ssDNA(+/-)::GCF_000840185.1	0.681947364172715	Cucumis_melo.Melonv4	1100
Watermelon bud necrosis virus :Orthotospovirus citrullonecrosis:ssRNA(+/-):Citrullus lanatus:GCF_002816095.1	0.664425675145823	Cucumis_melo.Melonv4	5020
Mungbean yellow mosaic India virus :Mungbean yellow mosaic India virus:ssDNA(+/-)::GCF_000858565.1	0.682268368878928	Cucumis_melo.Melonv4	1684
Cucurbit leaf crumple virus :Cucurbit leaf crumple virus:ssDNA(+/-)::GCF_000837305.1	0.648904243735631	Cucumis_melo.Melonv4	1412
Tomato severe rugose virus :Tomato severe rugose virus:ssDNA(+/-):Capsicum frutescens:GCF_000874065.1	0.674322836702953	Cucumis_melo.Melonv4	951
Tobacco ringspot virus :Nepovirus nicotianae:ssRNA(+)::GCF_000856105.1	0.709359373096997	Cucumis_melo.Melonv4	3405
Orthotospovirus citrullomaculosi :Orthotospovirus citrullomaculosi:ssRNA(+/-)::GCF_000858945.1	0.665021120364218	Cucumis_melo.Melonv4	5025
Croton yellow vein mosaic virus :Croton yellow vein mosaic virus:ssDNA(+/-):Croton bonplandianus:GCF_000857305.1	0.684667150510545	Cucumis_melo.Melonv4	1195
Tomato leaf curl Oman virus :Tomato leaf curl Oman virus:ssDNA(+/-):Solanum lycopersicum:GCF_000888615.1	0.681275406654098	Cucumis_melo.Melonv4	1082
Melon chlorotic mosaic virus :Melon chlorotic mosaic virus:ssDNA(+/-):Citrullus lanatus subsp. vulgaris:GCF_000887515.1	0.65932612990427	Cucumis_melo.Melonv4	1542
Tomato chlorosis virus :Tomato chlorosis virus:ssRNA(+):Solanum lycopersicum:GCF_000864085.1	0.693397478369206	Cucumis_melo.Melonv4	4656
Physostegia chlorotic mottle virus :Alphanucleorhabdovirus physostegiae:ssRNA(-):Physostegia:GCF_013087375.1	0.665668601352655	Cucumis_melo.Melonv4	3979
Sudan watermelon mosaic virus :Sudan watermelon mosaic virus:ssRNA(+):Cucumis melo var. flexuosus:GCF_002270985.1	0.681171504433252	Cucumis_melo.Melonv4	3295
Cucurbit chlorotic yellows virus :Cucurbit chlorotic yellows virus:ssRNA(+):Cucumis melo:GCF_000898355.1	0.676637885683024	Cucumis_melo.Melonv4	4918
Luffa aphid-borne yellows virus :Luffa aphid-borne yellows virus:ssRNA(+):Luffa acutangula:GCF_001271315.1	0.653647520641179	Cucumis_melo.Melonv4	3077
Papaya leaf curl virus :Papaya leaf curl virus:ssDNA(+/-)::GCF_000841085.1	0.685146033366124	Cucumis_melo.Melonv4	1193
Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1	0.686793921124108	Cucumis_melo.Melonv4	1137
Cucumber leaf spot virus :Aureusvirus cucumis:ssRNA(+)::GCF_000868905.1	0.666132842550474	Cucumis_melo.Melonv4	1740
Rhynchosia golden mosaic Sinaloa virus :Rhynchosia golden mosaic Sinaloa virus:ssDNA(+/-):Rhynchosia minima:GCF_002867615.1	0.655381642696548	Cucumis_melo.Melonv4	1526
Melon yellowing-associated virus :Melon yellowing-associated virus:ssRNA(+):Cucumis melo:GCF_002817615.1	0.700386858122977	Cucumis_melo.Melonv4	2988
Tomato severe leaf curl virus :Tomato severe leaf curl virus:ssDNA(+/-)::GCF_000845785.1	0.670052068374611	Cucumis_melo.Melonv4	855
Squash chlorotic leaf spot virus :Torradovirus cucurbitae:ssRNA(+):Cucurbita moschata:GCF_002219665.1	0.699943510740568	Cucumis_melo.Melonv4	3494
Cucumis melo alphaendornavirus :Cucumis melo alphaendornavirus:dsRNA:Cucumis melo:GCF_001550465.1	0.634869771582662	Cucumis_melo.Melonv4	4939
Cucumber Bulgarian latent virus :Tombusvirus bulgariaense:ssRNA(+)::GCF_000852545.1	0.680638660523537	Cucumis_melo.Melonv4	1788
Tobacco necrosis virus D :Betanecrovirus nicotianae:ssRNA(+)::GCF_000848725.1	0.68686851935311	Cucumis_melo.Melonv4	1387
Cucumber fruit mottle mosaic virus :Cucumber fruit mottle mosaic virus:ssRNA(+)::GCF_000849365.1	0.67773191601452	Cucumis_melo.Melonv4	2085
Cucurbit cytorhabdovirus 1 :Cytorhabdovirus cucurbitae:ssRNA(-):Cucurbita pepo var. melopepo:GCF_023148675.1	0.648737292535245	Cucumis_melo.Melonv4	3240
Melon mild mottle virus :Nepovirus cucumis:ssRNA(+):Cucumis melo:GCF_002867185.1	0.720037969422998	Cucumis_melo.Melonv4	3434
Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1	0.679649163506497	Cucumis_melo.Melonv4	3063
Cucurbit yellow stunting disorder virus :Cucurbit yellow stunting disorder virus:ssRNA(+):Cucurbitaceae:GCF_000851805.1	0.663059936691704	Cucumis_melo.Melonv4	5117
Tomato mosaic virus :Tomato mosaic virus:ssRNA(+):Solanum lycopersicum:GCF_000853705.1	0.667099632418138	Cucumis_melo.Melonv4	3154
Watermelon crinkle leaf-associated virus 1 :Watermelon crinkle leaf-associated virus 1:ssRNA(-):Citrullus lanatus:GCF_029888345.1	0.668639142119355	Cucumis_melo.Melonv4	2915
Tomato leaf curl virus :Tomato leaf curl virus:ssDNA(+/-)::GCF_000838425.1	0.684202859175101	Cucumis_melo.Melonv4	1104
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	0.684422424506061	Cucumis_melo.Melonv4	2457
Kyuri green mottle mosaic virus :Kyuri green mottle mosaic virus:ssRNA(+)::GCF_000859605.1	0.677233807348435	Cucumis_melo.Melonv4	3258
Watermelon mosaic virus :Watermelon mosaic virus:ssRNA(+)::GCF_000856625.1	0.685877083945331	Cucumis_melo.Melonv4	3217
Moroccan watermelon mosaic virus :Moroccan watermelon mosaic virus:ssRNA(+):Cucurbita pepo var. melopepo:GCF_000871305.1	0.687615655895748	Cucumis_melo.Melonv4	3124
Mesta yellow vein mosaic virus :Mesta yellow vein mosaic virus:ssDNA(+/-):Hibiscus cannabinus:GCF_000873045.1	0.677314121491301	Cucumis_melo.Melonv4	1096
Melon chlorotic mosaic alphasatellite :Melon chlorotic mosaic alphasatellite:ssDNA:Citrullus lanatus subsp. vulgaris:GCF_000890035.1	0.674615183801979	Cucumis_melo.Melonv4	453
