Organism_name	Host_Class	Virus_Class	Host_genus	CAI	Host	median	CodonSum
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124395.1	other mammals	RNA virus	Oryctolagus	0.559249767149083	Oryctolagus_cuniculus.OryCun2.0	0.6614951	8761
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124405.1	other mammals	RNA virus	Oryctolagus	0.546349090215204	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2262
Avian hepatitis E virus :Avihepevirus magniiecur:ssRNA(+)::GCF_000915995.1	other mammals	RNA virus	Oryctolagus	0.582817817989634	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2224
Bocaparvovirus lagomorph1 :Bocaparvovirus lagomorph1:ssDNA(+/-):Oryctolagus cuniculus:GCF_001501395.1	other mammals	DNA virus	Oryctolagus	0.604460103415601	Oryctolagus_cuniculus.OryCun2.0	0.6614951	928
Borna disease virus 1 :Orthobornavirus bornaense:ssRNA(-):Equus:GCF_002366305.1	other mammals	RNA virus	Oryctolagus	0.5628157726117	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2911
Classical swine fever virus :Pestivirus suis:ssRNA(+)::GCF_000864685.1	other mammals	RNA virus	Oryctolagus	0.558964391092373	Oryctolagus_cuniculus.OryCun2.0	0.6614951	3898
Eimeria stiedai RNA virus 1 :Eimeria stiedai RNA virus 1:dsRNA:Eimeria stiedai:GCF_004129715.1	other mammals	RNA virus	Oryctolagus	0.601734058545382	Oryctolagus_cuniculus.OryCun2.0	0.6614951	1899
Faeces associated gemycircularvirus 11 :Gemykroznavirus rabas1:ssDNA:Oryctolagus cuniculus:GCF_000929835.1	other mammals	DNA virus	Oryctolagus	0.603218906654795	Oryctolagus_cuniculus.OryCun2.0	0.6614951	645
Hepatitis E virus :Hepatitis E virus:ssRNA(+)::GCF_000861105.1	other mammals	RNA virus	Oryctolagus	0.633392667592471	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2467
Human alphaherpesvirus 1 :Simplexvirus humanalpha1:dsDNA::GCF_000859985.2	other mammals	DNA virus	Oryctolagus	0.688086445939135	Oryctolagus_cuniculus.OryCun2.0	0.6614951	41019
Kappapapillomavirus 2 :Kappapapillomavirus 2:dsDNA::GCF_000837085.1	other mammals	DNA virus	Oryctolagus	0.548643535649887	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2895
Leporid alphaherpesvirus 4 :Simplexvirus leporidalpha4:dsDNA:Oryctolagus cuniculus:GCF_001579315.1	other mammals	DNA virus	Oryctolagus	0.640263213766545	Oryctolagus_cuniculus.OryCun2.0	0.6614951	31961
Morbillivirus canis :Morbillivirus canis:ssRNA(-)::GCF_000854065.1	other mammals	RNA virus	Oryctolagus	0.533651042892873	Oryctolagus_cuniculus.OryCun2.0	0.6614951	4989
Myxoma virus :Myxoma virus:dsDNA::GCF_000843685.1	other mammals	DNA virus	Oryctolagus	0.523872670312471	Oryctolagus_cuniculus.OryCun2.0	0.6614951	51790
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+)::GCF_002826225.1	other mammals	RNA virus	Oryctolagus	0.635662988925123	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2476
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Alces alces:GCF_023120075.1	other mammals	RNA virus	Oryctolagus	0.606520932952889	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2381
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Egretta garzetta:GCF_023120345.1	other mammals	RNA virus	Oryctolagus	0.551593056256425	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2222
Rabbit astrovirus TN/2208/2010 :Rabbit astrovirus TN/2208/2010:ssRNA(+):Oryctolagus cuniculus:GCF_000926475.1	other mammals	RNA virus	Oryctolagus	0.611106151451925	Oryctolagus_cuniculus.OryCun2.0	0.6614951	1919
Rabbit calicivirus Australia 1 MIC-07 :Rabbit calicivirus Australia 1 MIC-07:ssRNA(+):Oryctolagus cuniculus:GCF_000882575.1	other mammals	RNA virus	Oryctolagus	0.584260744145265	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2457
Rabbit coronavirus HKU14 :Rabbit coronavirus HKU14:ssRNA(+):Oryctolagus cuniculus:GCF_000896935.1	other mammals	RNA virus	Oryctolagus	0.509976002603992	Oryctolagus_cuniculus.OryCun2.0	0.6614951	10028
Rabbit fibroma virus :Rabbit fibroma virus:dsDNA::GCF_000847965.1	other mammals	DNA virus	Oryctolagus	0.500875056101964	Oryctolagus_cuniculus.OryCun2.0	0.6614951	49941
Rabbit hemorrhagic disease virus :Rabbit hemorrhagic disease virus:ssRNA(+)::GCF_000861285.1	other mammals	RNA virus	Oryctolagus	0.604156806211775	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2461
Rabbit vesivirus :Rabbit vesivirus:ssRNA(+):Oryctolagus cuniculus:GCF_000867805.1	other mammals	RNA virus	Oryctolagus	0.60058174013634	Oryctolagus_cuniculus.OryCun2.0	0.6614951	2695
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	other mammals	RNA virus	Oryctolagus	0.451014396856072	Oryctolagus_cuniculus.OryCun2.0	0.6614951	5897
Magnaporthe oryzae botourmiavirus 7 :Magnaporthe oryzae botourmiavirus 7:ssRNA(+):Pyricularia oryzae:GCF_029885205.1	Liliopsida_Plant	RNA virus	Oryza	0.547612840632485	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	660
Maize dwarf mosaic virus :Maize dwarf mosaic virus:ssRNA(+)::GCF_000863225.1	Liliopsida_Plant	RNA virus	Oryza	0.394356644117225	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	3041
Oryza rufipogon alphaendornavirus :Oryza rufipogon alphaendornavirus:dsRNA:Oryza rufipogon:GCF_000866065.1	Liliopsida_Plant	RNA virus	Oryza	0.340985864381746	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	4627
Oryza sativa alphaendornavirus :Oryza sativa alphaendornavirus:dsRNA:Oryza sativa:GCF_000866885.1	Liliopsida_Plant	RNA virus	Oryza	0.318162766941895	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	4572
Rice black streaked dwarf virus :Rice black streaked dwarf virus:dsRNA:Oryza sativa:GCF_000852945.1	Liliopsida_Plant	RNA virus	Oryza	0.359154854545944	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	9453
Rice gall dwarf virus :Rice gall dwarf virus:dsRNA::GCF_000870625.1	Liliopsida_Plant	RNA virus	Oryza	0.398650147303749	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	7782
Rice latent virus 1 :Rice latent virus 1:ssDNA(+/-):Oryza sp.:GCF_004130515.1	Liliopsida_Plant	DNA virus	Oryza	0.576404508990214	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	1009
Rice latent virus 1 :Rice latent virus 1:ssDNA(+/-):Oryza sp.:GCF_004788215.1	Liliopsida_Plant	DNA virus	Oryza	0.57676505814098	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	1009
Rice latent virus 2 :Rice latent virus 2:ssDNA(+/-):Oryza sp.:GCF_004130535.1	Liliopsida_Plant	DNA virus	Oryza	0.510789515486757	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	1016
Rice necrosis mosaic virus :Rice necrosis mosaic virus:ssRNA(+):Oryza sativa:GCF_001430675.1	Liliopsida_Plant	RNA virus	Oryza	0.465933227328295	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	3201
Rice ragged stunt virus :Rice ragged stunt virus:dsRNA::GCF_000852965.1	Liliopsida_Plant	RNA virus	Oryza	0.429652432034625	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	8422
Rice stripe mosaic virus :Cytorhabdovirus oryzae:ssRNA(-):Oryza sativa:GCF_004129795.1	Liliopsida_Plant	RNA virus	Oryza	0.484869357550875	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	3885
Rice stripe necrosis virus :Rice stripe necrosis virus:ssRNA(+):Oryza sativa:GCF_002867285.1	Liliopsida_Plant	RNA virus	Oryza	0.480041157190789	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	4172
Rice tungro spherical virus :Waikavirus oryzae:ssRNA(+)::GCF_000860625.1	Liliopsida_Plant	RNA virus	Oryza	0.472543158237953	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	3473
Rice virus A :Rice virus A:ssRNA(+):Oryza sativa:GCF_002271105.1	Liliopsida_Plant	RNA virus	Oryza	0.536138806993619	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	1880
Rice yellow mottle virus :Rice yellow mottle virus:ssRNA(+)::GCF_000863085.1	Liliopsida_Plant	RNA virus	Oryza	0.559615614950174	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	2000
Southern rice black-streaked dwarf virus :Southern rice black-streaked dwarf virus:dsRNA::GCF_000889455.1	Liliopsida_Plant	RNA virus	Oryza	0.359941260842127	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	9312
Tenuivirus oryzaclavatae :Tenuivirus oryzaclavatae:ssRNA(-)::GCF_000851385.1	Liliopsida_Plant	RNA virus	Oryza	0.430584877118543	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	4949
Tenuivirus oryzalbae :Tenuivirus oryzalbae:ssRNA(-):Oryza sativa:GCF_002890455.1	Liliopsida_Plant	RNA virus	Oryza	0.421603377676533	Oryza_brachyantha.Oryza_brachyantha.v1.4b	0.5703624	4931
Brown greater galago prosimian foamy virus :Brown greater galago prosimian foamy virus:ssRNA-RT:Otolemur crassicaudatus:GCF_003032745.1	other mammals	RNA virus	Otolemur	0.696083076265298	Otolemur_garnettii.OtoGar3	0.76176905	2381
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	bird	RNA virus	Otus	0.549528151970802	Otus_sunia.OtuSun1.0	0.6245178	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	bird	RNA virus	Otus	0.536322239395523	Otus_sunia.OtuSun1.0	0.6245178	4576
Akabane virus :Orthobunyavirus akabaneense:ssRNA(-)::GCF_000871205.1	other mammals	RNA virus	Ovis	0.649289426261407	Ovis_aries.Oar_v3.1	0.75303115	3976
Aydin-like pestivirus :Pestivirus aydinense:ssRNA(+):Ovis aries:GCF_000899315.1	other mammals	RNA virus	Ovis	0.673062240899474	Ovis_aries.Oar_v3.1	0.75303115	3895
Beiji nairovirus :Beiji nairovirus:ssRNA(-):Homo sapiens:GCF_029888155.1	other mammals	RNA virus	Ovis	0.685077703178305	Ovis_aries.Oar_v3.1	0.75303115	5361
Blackbird associated gemycircularvirus 1 :Gemycircularvirus blabi1:ssDNA:Ovis aries:GCF_000927895.1	other mammals	DNA virus	Ovis	0.730591553574438	Ovis_aries.Oar_v3.1	0.75303115	650
Bluetongue virus :Bluetongue virus:dsRNA::GCF_000854445.3	other mammals	RNA virus	Ovis	0.628418610145133	Ovis_aries.Oar_v3.1	0.75303115	6142
Border disease virus :Pestivirus ovis:ssRNA(+)::GCF_000862865.1	other mammals	RNA virus	Ovis	0.666077282328063	Ovis_aries.Oar_v3.1	0.75303115	3895
Borna disease virus 1 :Orthobornavirus bornaense:ssRNA(-):Equus:GCF_002366305.1	other mammals	RNA virus	Ovis	0.671874449824045	Ovis_aries.Oar_v3.1	0.75303115	2911
Bovine adenovirus 2 :Ovine mastadenovirus A:dsDNA::GCF_000844185.1	other mammals	DNA virus	Ovis	0.674045161216799	Ovis_aries.Oar_v3.1	0.75303115	3019
Bovine leukemia virus :Bovine leukemia virus:ssRNA-RT::GCF_000853665.1	other mammals	RNA virus	Ovis	0.680764291787561	Ovis_aries.Oar_v3.1	0.75303115	3362
Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1	other mammals	RNA virus	Ovis	0.667004666734637	Ovis_aries.Oar_v3.1	0.75303115	3988
Bovine viral diarrhea virus 2 :Pestivirus tauri:ssRNA(+)::GCF_003029635.1	other mammals	RNA virus	Ovis	0.669752167121595	Ovis_aries.Oar_v3.1	0.75303115	3973
Bovine viral diarrhea virus 2 :Pestivirus tauri:ssRNA(+):Bos taurus:GCF_013088565.1	other mammals	RNA virus	Ovis	0.665346808280326	Ovis_aries.Oar_v3.1	0.75303115	3897
Cache Valley virus :Orthobunyavirus cacheense:ssRNA(-):Culiseta inornata:GCF_004789995.1	other mammals	RNA virus	Ovis	0.631689519771967	Ovis_aries.Oar_v3.1	0.75303115	4006
Caprine arthritis encephalitis virus :Caprine arthritis encephalitis virus:ssRNA-RT::GCF_000857525.1	other mammals	RNA virus	Ovis	0.628886344442421	Ovis_aries.Oar_v3.1	0.75303115	2942
Caprine parainfluenza virus 3 :Respirovirus caprae:ssRNA(-):Capra hircus:GCF_001443845.1	other mammals	RNA virus	Ovis	0.612240525882449	Ovis_aries.Oar_v3.1	0.75303115	4842
Deltapapillomavirus 4 :Deltapapillomavirus 4:dsDNA::GCF_000863985.1	other mammals	DNA virus	Ovis	0.681228685811623	Ovis_aries.Oar_v3.1	0.75303115	2302
Enterovirus sp. :Enterovirus sp.:ssRNA(+):Mandrillus sphinx:GCF_000919855.1	other mammals	RNA virus	Ovis	0.703040699173595	Ovis_aries.Oar_v3.1	0.75303115	2182
Faeces associated gemycircularvirus 16 :Gemycircularvirus sheas1:ssDNA:Ovis aries:GCF_001646135.1	other mammals	DNA virus	Ovis	0.694929981141586	Ovis_aries.Oar_v3.1	0.75303115	881
Foot-and-mouth disease virus O :Foot-and-mouth disease virus:ssRNA(+)::GCF_002816555.1	other mammals	RNA virus	Ovis	0.751291760151377	Ovis_aries.Oar_v3.1	0.75303115	2332
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	other mammals	DNA virus	Ovis	0.704221902730153	Ovis_aries.Oar_v3.1	0.75303115	738
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	other mammals	DNA virus	Ovis	0.676403533209019	Ovis_aries.Oar_v3.1	0.75303115	822
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	other mammals	DNA virus	Ovis	0.681415796320912	Ovis_aries.Oar_v3.1	0.75303115	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	other mammals	DNA virus	Ovis	0.701833935009517	Ovis_aries.Oar_v3.1	0.75303115	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	other mammals	DNA virus	Ovis	0.734459294679024	Ovis_aries.Oar_v3.1	0.75303115	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	other mammals	DNA virus	Ovis	0.708073460141951	Ovis_aries.Oar_v3.1	0.75303115	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	other mammals	DNA virus	Ovis	0.696446165215324	Ovis_aries.Oar_v3.1	0.75303115	612
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	other mammals	DNA virus	Ovis	0.718992107136728	Ovis_aries.Oar_v3.1	0.75303115	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	other mammals	DNA virus	Ovis	0.729116343732497	Ovis_aries.Oar_v3.1	0.75303115	653
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	other mammals	DNA virus	Ovis	0.714154966580655	Ovis_aries.Oar_v3.1	0.75303115	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	other mammals	DNA virus	Ovis	0.733767544060384	Ovis_aries.Oar_v3.1	0.75303115	651
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	other mammals	DNA virus	Ovis	0.696661264134745	Ovis_aries.Oar_v3.1	0.75303115	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	other mammals	DNA virus	Ovis	0.705500716111351	Ovis_aries.Oar_v3.1	0.75303115	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	other mammals	DNA virus	Ovis	0.720068150981846	Ovis_aries.Oar_v3.1	0.75303115	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	other mammals	DNA virus	Ovis	0.690799452945089	Ovis_aries.Oar_v3.1	0.75303115	628
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	other mammals	DNA virus	Ovis	0.740110533019661	Ovis_aries.Oar_v3.1	0.75303115	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	other mammals	DNA virus	Ovis	0.727763320148355	Ovis_aries.Oar_v3.1	0.75303115	622
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	other mammals	DNA virus	Ovis	0.728895689179808	Ovis_aries.Oar_v3.1	0.75303115	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	other mammals	DNA virus	Ovis	0.726950080991044	Ovis_aries.Oar_v3.1	0.75303115	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	other mammals	DNA virus	Ovis	0.723684375317513	Ovis_aries.Oar_v3.1	0.75303115	632
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	other mammals	DNA virus	Ovis	0.725434447762106	Ovis_aries.Oar_v3.1	0.75303115	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	other mammals	DNA virus	Ovis	0.723866766255022	Ovis_aries.Oar_v3.1	0.75303115	670
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	other mammals	DNA virus	Ovis	0.700317445460115	Ovis_aries.Oar_v3.1	0.75303115	626
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	other mammals	DNA virus	Ovis	0.701026764485252	Ovis_aries.Oar_v3.1	0.75303115	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	other mammals	DNA virus	Ovis	0.719194665272501	Ovis_aries.Oar_v3.1	0.75303115	658
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	other mammals	DNA virus	Ovis	0.730888776335504	Ovis_aries.Oar_v3.1	0.75303115	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	other mammals	DNA virus	Ovis	0.735973578625544	Ovis_aries.Oar_v3.1	0.75303115	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	other mammals	DNA virus	Ovis	0.729888078927037	Ovis_aries.Oar_v3.1	0.75303115	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	other mammals	DNA virus	Ovis	0.707434804989469	Ovis_aries.Oar_v3.1	0.75303115	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	other mammals	DNA virus	Ovis	0.770268640401904	Ovis_aries.Oar_v3.1	0.75303115	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	other mammals	DNA virus	Ovis	0.699879076365809	Ovis_aries.Oar_v3.1	0.75303115	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	other mammals	DNA virus	Ovis	0.712124940458172	Ovis_aries.Oar_v3.1	0.75303115	630
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	other mammals	DNA virus	Ovis	0.728384315623519	Ovis_aries.Oar_v3.1	0.75303115	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	other mammals	DNA virus	Ovis	0.75125075693341	Ovis_aries.Oar_v3.1	0.75303115	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	other mammals	DNA virus	Ovis	0.719106521689508	Ovis_aries.Oar_v3.1	0.75303115	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	other mammals	DNA virus	Ovis	0.755920134049565	Ovis_aries.Oar_v3.1	0.75303115	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	other mammals	DNA virus	Ovis	0.713634687188115	Ovis_aries.Oar_v3.1	0.75303115	640
Jaagsiekte sheep retrovirus :Jaagsiekte sheep retrovirus:ssRNA-RT::GCF_000850005.1	other mammals	RNA virus	Ovis	0.627181963111914	Ovis_aries.Oar_v3.1	0.75303115	2459
Louping ill virus :Orthoflavivirus loupingi:ssRNA(+)::GCF_000863165.1	other mammals	RNA virus	Ovis	0.727173689654091	Ovis_aries.Oar_v3.1	0.75303115	3414
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	other mammals	RNA virus	Ovis	0.69129857894614	Ovis_aries.Oar_v3.1	0.75303115	3615
Mamastrovirus 13 :Mamastrovirus 13:ssRNA(+):Ovis aries:GCF_000855165.1	other mammals	RNA virus	Ovis	0.725172175322742	Ovis_aries.Oar_v3.1	0.75303115	2957
Middle East respiratory syndrome-related coronavirus :Middle East respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_000901155.1	other mammals	RNA virus	Ovis	0.691651294213378	Ovis_aries.Oar_v3.1	0.75303115	9939
Nairobi sheep disease virus :Orthonairovirus nairobiense:ssRNA(-):Ixodoidea:GCF_002117695.1	other mammals	RNA virus	Ovis	0.699012184506626	Ovis_aries.Oar_v3.1	0.75303115	6100
Orf virus :Orf virus:dsDNA::GCF_000844845.1	other mammals	DNA virus	Ovis	0.712088034216142	Ovis_aries_rambouillet.ARS-UI_Ramb_v2.0	0.7353137	42185
Orthobunyavirus shuniense :Orthobunyavirus shuniense:ssRNA(-):Equus caballus:GCF_006298405.1	other mammals	RNA virus	Ovis	0.634607028028865	Ovis_aries.Oar_v3.1	0.75303115	3980
Orthonairovirus haemorrhagiae :Orthonairovirus haemorrhagiae:ssRNA(-)::GCF_000854165.1	other mammals	RNA virus	Ovis	0.683829129371977	Ovis_aries.Oar_v3.1	0.75303115	6111
Ovine adenovirus 8 :Ovine mastadenovirus C:dsDNA:Ovis aries:GCF_013088485.1	other mammals	DNA virus	Ovis	0.728724947619047	Ovis_aries_rambouillet.ARS-UI_Ramb_v2.0	0.7353137	11519
Ovine enzootic nasal tumor virus :Ovine enzootic nasal tumor virus:ssRNA-RT:Ovis aries:GCF_000861745.1	other mammals	RNA virus	Ovis	0.634838793002095	Ovis_aries.Oar_v3.1	0.75303115	1230
Ovine gammaherpesvirus 2 :Macavirus ovinegamma2:dsDNA:Ovis aries:GCF_000866865.1	other mammals	DNA virus	Ovis	0.746721615386052	Ovis_aries.Oar_v3.1	0.75303115	34997
Ovine hokovirus :Tetraparvovirus ungulate4:ssDNA(+/-):Ovis aries:GCF_002827545.1	other mammals	DNA virus	Ovis	0.692678393123151	Ovis_aries.Oar_v3.1	0.75303115	2140
Ovine lentivirus :Ovine lentivirus:ssRNA-RT::GCF_000849165.1	other mammals	RNA virus	Ovis	0.639080603918645	Ovis_aries.Oar_v3.1	0.75303115	1844
Ovine mastadenovirus A :Ovine mastadenovirus A:dsDNA::GCF_000885895.1	other mammals	DNA virus	Ovis	0.685610013058303	Ovis_aries.Oar_v3.1	0.75303115	6761
Ovine picornavirus :Ovine picornavirus:ssRNA(+):Ovis aries:GCF_900692495.1	other mammals	RNA virus	Ovis	0.661893833857524	Ovis_aries.Oar_v3.1	0.75303115	2294
Ovis aries papillomavirus 3 :Dyokappapapillomavirus 1:dsDNA:Ovis aries:GCF_002826845.1	other mammals	DNA virus	Ovis	0.684071163065007	Ovis_aries.Oar_v3.1	0.75303115	2362
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+)::GCF_002826225.1	other mammals	RNA virus	Ovis	0.725827692279533	Ovis_aries.Oar_v3.1	0.75303115	2476
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Alces alces:GCF_023120075.1	other mammals	RNA virus	Ovis	0.686865028307802	Ovis_aries.Oar_v3.1	0.75303115	2381
Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Egretta garzetta:GCF_023120345.1	other mammals	RNA virus	Ovis	0.664271272781964	Ovis_aries.Oar_v3.1	0.75303115	2222
Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1	other mammals	RNA virus	Ovis	0.681147080748301	Ovis_aries.Oar_v3.1	0.75303115	4884
Pestivirus sp. :Pestivirus sp.:ssRNA(+):Ovis aries:GCF_029884895.1	other mammals	RNA virus	Ovis	0.670347751450068	Ovis_aries.Oar_v3.1	0.75303115	3894
Picobirnavirus sp. :Picobirnavirus sp.:dsRNA:Capreolus capreolus:GCF_004117395.1	other mammals	RNA virus	Ovis	0.686969443691398	Ovis_aries.Oar_v3.1	0.75303115	1366
Picornaviridae sp. :Picornaviridae sp.:ssRNA(+):Grus japonensis:GCF_003389975.1	other mammals	RNA virus	Ovis	0.689980341571614	Ovis_aries.Oar_v3.1	0.75303115	2231
Rift Valley fever virus :Phlebovirus riftense:ssRNA(+/-)::GCF_000847345.1	other mammals	RNA virus	Ovis	0.714723336318988	Ovis_aries.Oar_v3.1	0.75303115	3799
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	other mammals	RNA virus	Ovis	0.605040902846569	Ovis_aries.Oar_v3.1	0.75303115	5897
Schmallenberg virus :Orthobunyavirus schmallenbergense:ssRNA(-):Bos taurus:GCF_004789575.1	other mammals	RNA virus	Ovis	0.640988629823539	Ovis_aries.Oar_v3.1	0.75303115	3981
Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2	other mammals	RNA virus	Ovis	0.668391777342407	Ovis_aries.Oar_v3.1	0.75303115	9744
Severe fever with thrombocytopenia syndrome virus :Bandavirus dabieense:ssRNA(+/-):Homo sapiens:GCF_003087855.1	other mammals	RNA virus	Ovis	0.73233251001071	Ovis_aries.Oar_v3.1	0.75303115	3695
Sheep polyomavirus 1 :Sheep polyomavirus 1:dsDNA:Ovis aries:GCF_000989015.1	other mammals	DNA virus	Ovis	0.703189239014518	Ovis_aries.Oar_v3.1	0.75303115	2027
Sheeppox virus :Sheeppox virus:dsDNA:Ovis aries:GCF_000840205.1	other mammals	DNA virus	Ovis	0.575385861152785	Ovis_aries.Oar_v3.1	0.75303115	46623
Sindbis virus :Sindbis virus:ssRNA(+)::GCF_000860545.1	other mammals	RNA virus	Ovis	0.684932287088562	Ovis_aries.Oar_v3.1	0.75303115	6474
Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_000843825.1	other mammals	DNA virus	Ovis	0.705177653474748	Ovis_aries_rambouillet.ARS-UI_Ramb_v2.0	0.7353137	35538
Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_008791805.1	other mammals	DNA virus	Ovis	0.705421102233923	Ovis_aries_rambouillet.ARS-UI_Ramb_v2.0	0.7353137	35535
Tacheng Tick Virus 1 :Orthonairovirus tachengense:ssRNA(-):Dermacentor marginatus:GCF_001755105.1	other mammals	RNA virus	Ovis	0.699335911919466	Ovis_aries.Oar_v3.1	0.75303115	5797
Tacheng Tick Virus 2 :Uukuvirus tachengense:RNA:Dermacentor marginatus:GCF_013086895.1	other mammals	RNA virus	Ovis	0.757462679534726	Ovis_aries.Oar_v3.1	0.75303115	2629
Torque teno virus :Torque teno virus:ssDNA(-)::GCF_018580245.1	other mammals	DNA virus	Ovis	0.67501114855011	Ovis_aries.Oar_v3.1	0.75303115	1044
