Geneid,Length,mono_Ctrl_1,mono_Ctrl_2,mono_XS1_1,mono_XS1_2,mono_XS2_1,mono_XS2_2,mono_XS4_1,mono_XS4_2
ENSG00000187950,3508,0,1,0,0,0,1,0,1
ENSG00000029153,1941,61.5,61,68,76,76.5,88.5,51,76
ENSG00000121316,1659,0,0.5,0,0.25,0,0,0,0
ENSG00000151491,2541,817.5,1027,973,970.5,840,1153,819,1159
ENSG00000139174,2493,383,436.5,377.5,388.5,301.5,452.5,299.5,457
ENSG00000111224,1038,120,186,196.5,194.5,157.5,245,171,238
ENSG00000130038,2375,220,327,273,334,221,315,245,320
ENSG00000134533,715,59,91,76,71,62,86.5,61,87
ENSG00000023697,1020,743,852,757,805,694,964,661,940
ENSG00000165682,709,0,0,0,0,0,0,0,0
ENSG00000121380,1310,2,1,1,0,3,0,0,1
ENSG00000283297,915,0,0,0,0,0,0,0,0
ENSG00000130035,2097,3,2,2,1.5,1,2,4.5,3.5
ENSG00000087502,1173,479,631,548,555,444,769,435,690
ENSG00000011105,1269,385,453,403,450,342,509,351,522
ENSG00000179715,1296,3,4,5,3,5,6,5,4
ENSG00000272921,152,113.5,123.5,125,143,125,148.5,124,166.5
ENSG00000139044,3195,163,220,220,236,186,231,174,256
ENSG00000139209,1945,5.5,8,2,6,11,9,4,7
ENSG00000139160,786,30,32,42,31,23,40,26,28
ENSG00000151743,945,113,142.17,137.1,169.5,123.5,211.5,136,184
ENSG00000197837,309,5710.45,6482.53,6705.67,7734.02,5973.44,7995.21,6086.63,8971.24
ENSG00000111186,1077,164.5,166,169,178.5,142.5,183,132,181.5
ENSG00000135436,2844,8,8,9,9,14,19,5,14
ENSG00000205857,609,0,0,0,0,0,0,0,0
ENSG00000023734,1089,4910.17,6268.92,5764.75,6040.17,5011.33,7170.33,4898.33,7691.08
ENSG00000173157,6018,63,65,79,68,60,104,79,88
ENSG00000177875,582,82,94,102,140,88,117,75,105
ENSG00000170456,4284,482,609,508,528,452,655,362,574
ENSG00000111405,1230,2,1,4,1.5,9,4,6,3
ENSG00000188375,405,3996.83,4836.5,4607.25,5200.45,3917.83,5469.85,3870.2,5764.5
ENSG00000139146,739,770.5,995.08,989.91,956.83,844.16,1294.33,826.66,1321.58
ENSG00000064102,2119,941.5,1199,957.5,970.5,860,1180.5,825,1279
ENSG00000167778,1437,178.5,211.34,219.61,248.78,255.5,254.5,213.5,313.83
ENSG00000177981,1008,344,426,396,456,338,533,395,552
ENSG00000078246,1633,811.5,1029,1000,1025,810.5,1184,829,1308.5
ENSG00000135447,679,210,234.5,265,270,203.5,310,178,275
ENSG00000139173,1542,40.5,65,40,52.5,56,73.5,42,78.5
ENSG00000257987,452,0,0,0,0,0,0,0,0
ENSG00000180806,780,596,753,656.5,764,535.5,720,565,828.5
ENSG00000151229,1981,168,240.5,192,214,151,234.5,143.5,184
ENSG00000179919,948,0,0,0,0,0,0,0,0
ENSG00000133687,2893,55.33,86.33,64,75.5,59.5,85.33,63.5,69.33
ENSG00000180116,2103,0,1,0,0,0,0,1,0
ENSG00000111704,915,0.25,0,0,0,0,0,0.33,0
ENSG00000111371,1608,1186.5,1596.5,1349,1370,1184,1717,1320.5,1856
ENSG00000175548,1428,298.83,442.83,363.5,352.5,302.23,423,285.5,421
ENSG00000256797,621,0,0,0,0,0,0,0,0
ENSG00000178449,171,711,864,799,914,708,1035,749,1073
ENSG00000129315,2188,911.5,1228,1153.5,1200.5,1097,1431,1111,1627.5
ENSG00000013573,3314,618.63,739.11,742.58,821.68,610.13,801.23,640.65,918.49
ENSG00000123094,1295,154,219,150,174,144,181,123,182
ENSG00000134294,1595,3387.5,4573,3720,3731,3527.5,5152.5,3466,5380.33
ENSG00000275778,1091,12.25,12,17.83,10,12.08,17.67,12.92,17
ENSG00000135413,430,1,0,0,0,0,0,0,0
ENSG00000170484,1629,0,0.29,0,0.33,0,0,0,0.29
ENSG00000185652,810,3,7,13,8,8,5,6,11
ENSG00000133704,3467,2306,3170,2615.67,2596.67,2087.83,2999.83,2079.33,3354.17
ENSG00000167588,1091,3,1,5,4,2,5,3,4
ENSG00000167566,4077,436,519,410,499,362,479,320,454.67
ENSG00000139180,1419,2144.25,2604.75,2331.75,2553,1951,2880.04,2018.42,3103.08
ENSG00000182199,1546,5720.5,7243.5,6758.5,7392,5803,7987.5,6242.5,8731
ENSG00000185479,1692,3.15,4.94,3.41,2.75,3.12,4.6,2.54,3.14
ENSG00000135423,1929,64,73.5,85,80.25,72,111.5,72,83.5
ENSG00000161634,528,0,0,0,0,0,0,0,1
ENSG00000005175,1995,1918,2571,2265.5,2260,1966,2722.75,1965.25,2995
ENSG00000185069,1914,1.86,4.27,2.98,2.02,2.52,2.33,1.46,1.98
ENSG00000180818,1026,273.5,304,304.5,352,253,326,252.5,362.5
ENSG00000189079,5534,1032,1507,1233,1265.5,1023.5,1515.5,1064.5,1601.5
ENSG00000123388,1134,238,264,266.5,258,217,298,215,311
ENSG00000170423,1614,0,0,1,0,0,0,0,1.14
ENSG00000037965,726,95,131,114,124.5,88,139,90,139
ENSG00000139117,1754,374,479,443,431,360,546,393.5,574
ENSG00000161798,795,0,0,0,0,0,0,0,0
ENSG00000139610,774,1,0,0,0,0,0,0,0
ENSG00000152556,2853,3000.5,3702.25,3402,3524.83,2832.5,3747,2827,3814
ENSG00000170545,379,114,124.5,128.14,165,106,165.2,112.11,171
ENSG00000135407,2572,1,0,1,2,0,0,3,0
ENSG00000198353,792,199,205,240,239,193,264.5,200,320
ENSG00000185633,333,3,1,1,3,0,1,2,4
ENSG00000170477,1560,0,0,0,0,0,0,0,0
ENSG00000174718,5241,355,497,329.5,329,306.5,421,299.5,417.5
ENSG00000127318,537,0,0,0,0,0,0,0,0
ENSG00000165966,3240,0,0,0,0,0,0,0,0
ENSG00000152944,725,481.5,636.5,573.5,546,456,662.5,465.5,688.5
ENSG00000177990,2410,10.98,22.42,18.55,23.75,13.92,21.2,18.88,19.17
ENSG00000161813,2244,1745.17,2323.17,2057.67,1981.67,1843.33,2476.42,1794.42,2680.5
ENSG00000139624,1738,471,587,492.11,534.25,375,584,422,639
ENSG00000173451,769,45.5,65,58,48,52,68,25.5,51.5
ENSG00000111536,513,0,0,2,0,1,0,1,0
ENSG00000273049,378,28.25,33.75,25.5,38,27,31.75,27,43
ENSG00000118596,1795,110,152.67,120.5,134,124.48,163,99.5,125
ENSG00000285528,195,14,8.5,9,7,9.5,14.5,11,12.5
ENSG00000170442,1458,59.87,56.26,62.98,68.91,47.96,69.15,52.27,65.62
ENSG00000135443,1575,31.87,35.93,36.56,37.58,24.67,40.69,30.27,38.37
ENSG00000076067,1401,233.83,274,239.5,282.5,206.67,323,215,324.83
ENSG00000066117,1597,2096.5,2665,2383.5,2515.25,1931,2698,1944.5,2844
ENSG00000175215,857,523.79,615.44,517.23,548.18,433.57,618.02,404.76,566.26
ENSG00000205426,1515,59.87,57.26,62.98,68.91,47.96,69.15,50.27,65.62
ENSG00000050405,2304,1236,1621,1303.5,1409,1154,1765,1112,1732
ENSG00000196935,3289,110,148,105,108,106.5,136,99,134
ENSG00000166896,738,164,211,196,194,144,207,169,253
ENSG00000058272,3312,2079,2753,2444,2326.5,1973.5,2853,1983,2893
ENSG00000139626,2424,0,1,0,0,1,0,1,1
ENSG00000139291,1127,278,368,315.5,304.5,259,360.5,253,375.5
ENSG00000161638,3147,932,1212,1015,1141,858,1285,807,1208
ENSG00000111058,2069,36,52,42,34,32,63,37,61
ENSG00000170465,1692,0,0.29,0,0,0.25,0,0.28,0.43
ENSG00000185640,1802,0,0,0,0,0,0,0,0.17
ENSG00000161800,2046,1509.5,1898.17,1668.83,1737.83,1494.17,2132.67,1424.17,2075.5
ENSG00000167779,778,83,97,91,111,75,98,73,116
ENSG00000172867,1917,0,0,0,0,0,0,0,0
ENSG00000111602,3624,2220.96,2958.32,2632.5,2799,2103,3099.45,2075.33,2888.5
ENSG00000177425,1085,1146.5,1391,1243,1415.5,1032.5,1542.5,1067,1470.5
ENSG00000111110,1542,164.5,197,162.5,185,143,197,161.5,151
ENSG00000186081,1816,0.1,0.33,0,0,0.33,2,0,0.14
ENSG00000135472,1051,0,0,2,0,0,0,3,3
ENSG00000139644,893,7664.7,10006,8906.5,9289,7549.5,10557.5,7309.83,11061.5
ENSG00000110934,1820,0,0,0,2,1,1,2.5,1.5
ENSG00000127325,2281,1,1,1,0.33,1,0,0,1
ENSG00000180881,1995,38,47.25,41,50,46,74,37,58
ENSG00000139629,1866,141.5,210,172,218,180,242,146,206.5
ENSG00000133639,513,511,653,621,571.5,513,756,494.5,750.5
ENSG00000111605,1943,2870.5,3570,3096,3150,2568.5,3521,2579.5,3831
ENSG00000186442,1884,0.11,0.73,0.11,0,0.25,0,0.28,0.61
ENSG00000161849,1800,1.75,0.5,0.25,1,0,1,0,0.25
ENSG00000123268,931,556.5,705,653,690,558.5,851.5,598.5,929
ENSG00000067715,1266,87,127,105,111,91,133,94,120
ENSG00000133640,5351,23,35,28,27,30,29,27,30
ENSG00000153233,2130,2,1,0,2,0,2,0,2
ENSG00000170454,1653,0.5,0,0,2,0.11,1,0.11,2
ENSG00000151746,3169,147,132,147,143,117,149.5,113,168.5
ENSG00000172819,1629,94,123,95,121,98,134,85,118.5
ENSG00000090382,501,1,4,0,2,1,1,1,1
ENSG00000133636,510,42,51,45,47,40,48,40,66
ENSG00000067798,7750,9,14,7,6,4,3,7,14
ENSG00000175782,1029,169.5,289.5,242,225,168,249,197,330
ENSG00000166211,744,0,0,0,0,0,0,0,0
ENSG00000185958,7063,0,0,0,0,1,0,0,0
ENSG00000180318,978,176,230,210,201,218,247,199,282
ENSG00000172551,313,0,0,0,0,0,0,0,0
ENSG00000197651,1218,0,0,0,0,0,0,0,0
ENSG00000258064,252,21.5,27,19,19.5,21.5,29.5,20,35
ENSG00000167768,1932,0.67,2.83,1.17,2.67,0.87,1.83,0,0.67
ENSG00000171310,1083,232.67,295.67,268.33,285.83,235.67,320,214.67,308.67
ENSG00000139343,548,3676.25,4570,4290.42,4721.33,3600.37,5492.33,3958,6017.83
ENSG00000066084,4728,1305,1657,1492,1567,1273.75,1656.5,1227.5,1800
ENSG00000135655,3192,1234,1680.5,1576.5,1511.5,1236.5,1796,1294.5,2050.5
ENSG00000186666,876,186,222,215,256,222,307,216,323
ENSG00000139287,1470,0,0,0,0,0,0,0,0
ENSG00000133773,802,927.5,1142,1094,1120.5,976,1343.5,989,1551.17
ENSG00000111057,1291,1424.14,1718.55,1577.34,1739.12,1224.75,1686.95,1242.7,1915.03
ENSG00000050438,3570,85.33,131.17,95,102.33,79,130,96.33,116.75
ENSG00000111530,3703,8914,12353,10280.5,10118.83,8114,12099.5,8399,13231.5
ENSG00000170486,1586,0.6,0,0,0,0.11,0,0.11,0
ENSG00000170523,1479,31.87,35.93,36.56,37.58,24.54,40.57,30.27,38.37
ENSG00000136010,2846,102,113,132,119,108,178,169.5,213
ENSG00000079337,2970,13,15,22,14,8,16,22,25
ENSG00000259075,1725,100.5,110.5,119,119.25,97.5,144,102.5,148.5
ENSG00000111581,2807,3533,4611.5,4053.5,3941.5,3374,4727.5,3470,5286.5
ENSG00000167780,1566,0,0,0,0,0,0,0,0
ENSG00000139318,1168,107,144,111,136,82,108,75,116
ENSG00000186049,1620,0,0.29,0,0,0.25,0,1.28,0.29
ENSG00000179912,3150,364.9,414.5,395.2,388.33,313,427.5,304.67,379.2
ENSG00000127720,1990,156,190.5,186,194,146,211.5,148.5,274
ENSG00000111145,1221,101,138,128,145,94,157,91,120
ENSG00000151572,3376,58,71.5,53,52,48,62,35,63
ENSG00000180263,4401,220,276,196,205,181,243,190.5,226
ENSG00000196091,3691,1,1,5,1,3,5,3,1
ENSG00000059758,1664,447,555,544,537,394.5,660,406.5,658
ENSG00000111647,4554,479,703,607,575,465,718,498,741
ENSG00000174600,1119,0,0,0,0,0,0,0,0
ENSG00000120860,725,250,356.5,316.64,337,221,339.5,234,393
ENSG00000253719,291,716,915,822.5,852,675,1026.5,727.5,1047.5
ENSG00000111670,3953,306,414,382.5,379,295,430,280,399
ENSG00000084110,2035,1,0,0,2,0,2,1,0
ENSG00000205420,1692,0.45,1.14,0.72,0.12,0.63,0.32,0.47,0.95
ENSG00000111275,1667,1279,1487,1265.5,1441,1113.5,1654.5,1095.5,1593.08
ENSG00000189182,1819,0.1,0,0,0,0.5,0,0,0
ENSG00000139354,2082,226,332,252,266,229,343,206,344
ENSG00000064115,1855,472,631.33,513,566,429.5,618.4,449,625
ENSG00000135519,3266,8,8,6.5,14.5,4.5,6.5,1.5,7
ENSG00000161791,3203,154.5,217,173,158.83,127.83,175,133.5,195.5
ENSG00000139436,2310,557,712,551,675,535.5,601,489,652
ENSG00000166226,1732,15804,20660,18934.5,19113.17,14350.83,21094.75,15752.67,24841.08
ENSG00000179104,2615,65,95,78.5,91,68,83,53,115.5
ENSG00000136044,2151,293,380.5,333,360,273,365.5,296.5,376
ENSG00000197757,730,145,154,194.5,165,171.5,178.5,119,194
ENSG00000057704,1431,152,206,154,164,162.5,233,119,184
ENSG00000258102,375,829.08,1020.33,946.5,1025.16,796.91,1188.33,782.2,1225.58
ENSG00000151233,1320,525.33,606.37,516.11,504.03,465.02,648.1,426.9,575.68
ENSG00000012822,2206,529,708,662,718,561,673,537,697
ENSG00000118600,1364,122,143,153,160,126,193,136,212
ENSG00000167767,1388,28.28,32.09,35.02,28.16,25.06,32.77,24.11,33.48
ENSG00000080371,675,795.5,994.5,963.5,999,832,1111.83,816,1190.5
ENSG00000139648,1569,0.1,0,0,0,1.5,0,0,0
ENSG00000165972,1797,0,0,1,0,0,1,0,2
ENSG00000182379,975,287,309,318,389,307,469,287,388.5
ENSG00000111252,1961,41.5,66,52,50,41,46,46,55
ENSG00000139323,1435,244.5,330,326.5,317.25,275.5,400.5,274.5,344.5
ENSG00000139651,579,238.5,273,255,340,293,378,249.5,403.5
ENSG00000012504,1690,0,0,0,0,0,0,0,0
ENSG00000151135,452,542,779,648.11,704.5,575.83,842.5,612.42,876
ENSG00000091039,2812,1154.83,1618,1299,1296,1100,1666.5,1063.5,1603.5
ENSG00000177889,634,2051,2493.63,2266.11,2425.95,1894.66,2757.16,1914.3,3027.73
ENSG00000135426,1781,0,0,0,0,0,0,0,0
ENSG00000158104,1179,21,23,16,20,16,23,9,20
ENSG00000139133,1428,401.83,505.83,481.5,442.5,386.07,549,363.5,578
ENSG00000049130,975,145,165,137,131,124.33,163,112,162
ENSG00000028203,2604,596,794,687,757,639.5,890.5,652.5,928.5
ENSG00000139218,4597,2413.5,3175.5,2674.5,2519,2122,3035.5,2126.5,3212.5
ENSG00000139154,1759,1171.83,1455.5,1231,1376.83,1097,1559.83,1136,1618.83
ENSG00000136040,4730,40,39,39,29,22,43,23,35
ENSG00000111046,726,0,0,0,0,0,0,0,0
ENSG00000120832,1155,68,110,106,110,91,136,91,145
ENSG00000111142,1560,4433.67,5577.03,5376.12,5421.72,4474.92,6317,4627.79,7054.5
ENSG00000170627,542,1,0,0,2,2,0,0,6
ENSG00000061987,5215,1274.5,1879.5,1531.5,1420.17,1275.5,1751.5,1231,1870
ENSG00000013503,3399,1104.5,1479.5,1325,1297.5,1021.5,1431,1146.5,1789.5
ENSG00000183283,803,1357.5,1644.17,1615,1724,1319.5,1884.17,1264.25,1911
ENSG00000183395,495,0,0,0,0,0,0,0,0
ENSG00000175183,785,2059.5,2587.5,2491.5,2930.67,2113.33,3053.33,2068,3147
ENSG00000123360,1760,100,150,136,134,104,170,90,133
ENSG00000174989,1800,342,387.5,361,407.5,293.5,384,314,429.5
ENSG00000120833,920,56,71,55.5,68.5,46,75,59.5,84
ENSG00000136026,1857,1794.5,2209.5,2138,2185.5,1717.5,2322,1790.5,2368.5
ENSG00000257594,1734,71,83,93.5,96,67,97.5,77,110
ENSG00000102189,4245,656,885,690.5,748.5,600,933.5,611,864.5
ENSG00000111785,1931,271.5,398,280,295.5,238,321.5,244,358
ENSG00000008405,1758,602,769.5,680.5,674,519.5,738.5,559,822
ENSG00000165891,2778,696,874,764,878,632.5,1032.33,610,962
ENSG00000188026,1297,275.25,304,326,362,237.2,355,226,331
ENSG00000139324,2761,923,1283,1108,994.5,857,1339,932.5,1378
ENSG00000125207,2583,0,1,0,1,2,0,0,2
ENSG00000075035,1755,0,0,0,1,0,0,1,0
ENSG00000111727,2376,152,166,139,165,141,199,138,248.5
ENSG00000256870,1830,0,0,0,0,0,0,0,1
ENSG00000188596,9640,36,44,42,36,34,40,20,49
ENSG00000171435,2850,13,19,13,13,19,16,11,7
ENSG00000139726,603,1494.47,1860.68,1673.33,1797.83,1492.97,2163.22,1606.27,2458.75
ENSG00000123364,990,257,341.5,311,363.5,240.17,355,295,387
ENSG00000135517,789,0,1,1,2,4,3,2,4
ENSG00000111344,2418,81,105,97,90,82,110,69,95
ENSG00000075188,981,1346,1646,1496,1587,1314.5,1921.5,1352,1960
ENSG00000089053,2440,2812,3501,3384.5,3429,2815,4018,2859,4289
ENSG00000122971,1376,360,473.5,389.5,437,368,542.5,385.5,509
ENSG00000111144,1920,4719.5,5924.5,5475,5430.5,4315.5,6150,4284.5,6608
ENSG00000074527,2006,53,63.5,85,85,56,89,58.5,84.5
ENSG00000110801,778,1086.5,1235,1200.5,1357.5,940.5,1424.5,1150.5,1585
ENSG00000211584,438,128,148,161,172,114,153.5,123,153
ENSG00000157837,1152,485,618,530,584,385,603.83,416,619
ENSG00000127314,625,764.53,1018.58,967.66,974.5,830.33,1196.83,888.5,1256.83
ENSG00000136014,2136,91,97,91,115,85,117,78,118
ENSG00000088992,703,267,359,331,371,279,423,293,403
ENSG00000122965,2888,966.88,1306,1180.25,1328.38,924,1307.5,1034.61,1482.5
ENSG00000111726,1302,1134,1463.5,1406,1373,1153,1607,1129,1735
ENSG00000198812,831,0,0,0,0,0,0,0,0
ENSG00000110917,886,972.12,1111.75,1052.64,1179.73,871,1270.58,928.84,1276
ENSG00000110931,1959,421,475.5,420,451.5,360,523,342,486
ENSG00000175727,3179,514,614,638.5,662,455,613,472.5,651
ENSG00000139344,1278,13.5,25,23.5,32.83,16,30,18,21
ENSG00000171759,1422,0,0,0,0,0,0,0,0
ENSG00000151131,677,540,676,649.5,783.12,551,725,556,880
ENSG00000111707,984,635,762.5,740.5,755.17,605.83,834.33,571.67,734
ENSG00000171823,1254,344.5,363,317,326,251,350,264,314
ENSG00000198774,1305,25,24,31,33,41,59,33,52
ENSG00000139405,880,150,188,189,201,192,258,172,232
ENSG00000111049,765,0,0,0,0,0,0,0,0
ENSG00000179941,2169,297,373.5,349,358,270.5,428,270,435
ENSG00000169372,812,150,199.5,215.5,211.5,173.5,205.5,176,254.5
ENSG00000183273,1880,0,0,0,0,0,0,0,0
ENSG00000173598,543,236.9,292.73,260,259.75,237.93,343.51,225.71,357.15
ENSG00000166046,1650,279,333,281,270,241,374.5,220,339
ENSG00000185610,1017,16,19,38,36,21,28,26,39.5
ENSG00000136048,775,79,115,112,119,84,125,93,148
ENSG00000139767,1849,0,0,0,0,0,0,0.5,0
ENSG00000127324,711,2,1,0,0,0,2,0,0
ENSG00000123384,13846,3627.08,4533,3700,4086.67,3075.83,4630,2661.5,3667.83
ENSG00000158023,3499,16,23,27,30.5,23,36,16,28
ENSG00000196498,7696,1607.27,1915.49,1431.98,1611.57,1176.54,1631.54,1040.71,1398.73
ENSG00000123407,846,72,99,95,95,77.5,95,89,99
ENSG00000123338,3390,21,19,20,20,16,17,12,12
ENSG00000170633,1586,515.5,625.5,624.5,636.5,491.5,785.5,492.5,792.5
ENSG00000089157,1026,10505.14,12587.1,12158.09,13786.96,9607.22,12902.06,10168.39,15290.37
ENSG00000256950,255,352.5,377,396,421.5,331.5,454.5,356.5,500
ENSG00000182870,2031,2,2,3,3,1,3,1,1
ENSG00000187778,1568,1362,1589,1337,1728,1230,1700,1223,1808
ENSG00000120800,8355,2558,3386.5,2771.5,2810,2064,3118,2221,3652.5
ENSG00000139292,2721,141,172,151,162,93,177,139,198
ENSG00000179195,783,400.5,510.67,524.5,466.17,373.17,555.37,376,582.83
ENSG00000198393,1698,64.5,66,55.5,99,70,99.33,94.5,107.5
ENSG00000136021,2846,827,1214.5,980.83,1006,776.33,1091.5,795,1277.17
ENSG00000170890,444,0,1,4,2,1,2,0,2
ENSG00000111452,2997,9,6,8,6,5,4,5,5
ENSG00000111537,498,1,0,0,0,0,0,0,0
ENSG00000184209,753,568,746,636,745,567,782,526,826
ENSG00000166578,1620,43,44,70,59,53,83,44,87
ENSG00000256223,1719,45.64,54.75,79.5,69.5,80.64,103.5,62.27,108.93
ENSG00000018236,3196,479,659,549.5,522.5,412,631,385,582
ENSG00000084112,3535,168,145,163,183,112,178,126,142
ENSG00000089022,1547,175,239,211,213.5,190.5,288,196,245
ENSG00000120805,660,885.5,1158,1028.5,1084.5,849,1264.5,858.5,1315.5
ENSG00000111445,1181,2466,3218,2917,3168.5,2446.5,3680.5,2508,3798.9
ENSG00000256825,1074,98.31,120.43,129,115.17,119.67,160,108.25,173.42
ENSG00000123104,8162,659.5,882.5,737.5,762,652,929,615,893
ENSG00000189046,784,427,517,539,637,513,696,539,801
ENSG00000139437,1494,258,313.5,305.5,337,235,371,257,388
ENSG00000089094,4260,903.5,1078,892,1110.5,802,1105,777,1014.5
ENSG00000135090,2694,282.5,359,319,334,254.5,411,253.5,368.5
ENSG00000089220,561,5613.75,6668.75,5921,6775.42,5270.92,7533.5,5522.08,7880.25
ENSG00000135097,1086,732,839.5,784,882,631,916,671.5,1012.5
ENSG00000173588,2207,189.5,237,179,186,153,236,133,227
ENSG00000139352,708,0.14,0,1.02,1.95,0.14,1.38,1.5,1.27
ENSG00000089154,8013,9451,12216.5,10515.5,11488,8187,11640,8371,12457.33
ENSG00000135093,1556,371,432,376,411,324,458,302,512
ENSG00000111249,4701,150.11,172,185,196,154,215,127.5,189.5
ENSG00000089250,4404,11,15,20,16,15,22,16,19
ENSG00000183495,9500,2682.05,3384.85,2766.93,2919.79,2297.21,3073.13,2301.05,3003.4
ENSG00000122970,2247,781.5,957.2,899.83,793.67,710.75,1020,693,1108
ENSG00000135678,1389,92,99,102,109,75.5,112,99.5,111
ENSG00000111450,1040,298,348,341,331.5,271,416,292,380
ENSG00000110887,1041,0,0,0,0,1,0,0,0
ENSG00000173093,1689,4,2,9,4,4,6,1,3
ENSG00000257046,3567,0,0,0,0,0,0,0,0
ENSG00000188735,1172,311,399,374,448.5,300,449,352.5,468
ENSG00000151136,3481,137,187,163,184,147,206,127,183
ENSG00000175970,753,428,472,473.67,512,419,549,418.5,570.33
ENSG00000076513,1819,392,587,491,543.5,433,609,429,655
ENSG00000139370,1731,441,555,548.5,558,465,640.5,457,623
ENSG00000132341,791,20195.31,24566.13,22567.56,25841.63,19447.85,28631.61,20201.01,30398.09
ENSG00000111245,685,0,0,0,0,0,0,0,0
ENSG00000060709,4273,11.5,3,8,6,7,6,4,10
ENSG00000196458,2016,44.03,82.33,50.53,43.5,41.83,61.2,41.33,72.45
ENSG00000089169,2191,0,0,0,0,0,0,1,0
ENSG00000174456,538,123.5,133.5,100,127,121,132,103,130
ENSG00000089041,1926,14,18,13,10,4,19,10,13
ENSG00000135127,1959,26,12,17,20,17,13,15,23
ENSG00000276045,903,325.5,412.5,392.5,437,319,460.5,310.5,451.5
ENSG00000151952,3354,0,0,0,0,0,0,0,0
ENSG00000157782,1617,45.5,54.75,74.62,59.08,50,59.42,41.42,67.21
ENSG00000198270,1104,43.5,58,35,46,41.5,44,26,40
ENSG00000176422,621,264,328,319,370,278,382,276,430
ENSG00000151948,1127,0,0,0,0,0,0,0,0
ENSG00000176915,2856,1437,1643.5,1493.25,1599.5,1219.25,1825.5,1274.5,1881.5
ENSG00000179520,1767,0,0,0,1,0,0,0,0
ENSG00000185482,1092,9.1,5.2,13,10.3,8.2,8.7,7,14
ENSG00000089234,1776,661,854,761,724.5,663.5,880.5,615,983
ENSG00000139725,675,144,151,128,143,112,147,110,165
ENSG00000139714,720,16,14,13,13,15,15,10,29
ENSG00000111666,1350,512.5,654,609,625.83,450,619.5,479.5,686
ENSG00000111348,603,0,0,1,1,0,1,1,2
ENSG00000135111,2229,823,1058,903,1007,765.5,960.5,698,1015
ENSG00000166111,1644,0,0,0,0,0,0,0,1
ENSG00000186452,1209,0,0,0,0,0,0,0,0
ENSG00000184967,1683,1425,1752.83,1543,1948,1309,1875,1393,2090
ENSG00000111262,1521,11.25,13.42,18.75,11.92,10.75,17.83,12.33,23.17
ENSG00000227059,1476,0,0,0,0,0,0,0,0
ENSG00000178882,648,1,2,1,2,0,2,2,0
ENSG00000176834,1620,114,94,119,99.5,78,139,98,122
ENSG00000139351,708,0,0,0,0,0,0,0,1
ENSG00000086159,933,4,3,1,2,0,5,1,3
ENSG00000258830,192,16.5,18,16,14,11,20.5,9,18
ENSG00000183955,1161,479.66,540,559.83,580,467.5,618,451.75,708.91
ENSG00000257767,784,392.5,494.5,413,497.25,362,541.5,342.5,525.75
ENSG00000111696,1713,259.5,328,280.5,353,315,432,310,467
ENSG00000185163,1998,486,594,562,652,469,620,565.5,832
ENSG00000135480,1407,5.48,6.27,5.06,6.13,3.64,7.35,4.92,8.82
ENSG00000090615,4656,1624.33,2036,1638.5,1869,1297.33,1924.17,1365.5,1872.83
ENSG00000111737,717,893.17,1061.67,1101,1143,983.83,1292,984.17,1447.83
ENSG00000134532,2323,109.5,139,137,133.5,117.5,158.5,103.5,140
ENSG00000111790,765,511,664,597.5,558.5,509,712.5,482,722
ENSG00000123095,1446,72,116,78,76,77,114,67,109
ENSG00000173208,2220,26,35,31,32,22,44,26,42
ENSG00000127337,804,614,786.5,699.5,720.33,686,916.5,649,930.5
ENSG00000006831,1158,1056,1273.5,1318.33,1346,1150,1595.33,1154.33,1538
ENSG00000151062,3687,1,2,0,1,2,0,2,1
ENSG00000166159,1110,0,0,1,1,0,0,0,1
ENSG00000151065,2053,545.33,696.74,706.59,661.95,523.37,777.25,615.33,773.17
ENSG00000111752,3077,434.15,582.03,486.82,527.33,370.7,540.45,378.58,502.98
ENSG00000003056,1051,1590,1927.5,1812,2021.5,1628.5,2286,1565.5,2434.5
ENSG00000139187,594,35,38,47,46,24,45,39,40
ENSG00000126838,4451,0,0,0.5,0,0,0,0,0
ENSG00000089225,1619,0,0,1,0,2,0,2,0
ENSG00000175189,1056,0,1,0,0,0,0,0,1
ENSG00000139269,1092,4,5,16,16,6,22,42,62
ENSG00000111087,3319,25,40.5,37,41,30,41,29,44
ENSG00000123329,2343,5,1,1,6,5,5,4,3
ENSG00000166986,2862,6999,8731.5,7591.5,8574.5,6148,9136,6830.5,10337.5
ENSG00000285133,102,74,82,107,102,91,146,181,248
ENSG00000166987,3040,178,250,215,225,148,247,170,224.5
ENSG00000166908,1263,933.5,1181.5,981,1156,871,1211.5,852,1317.5
ENSG00000178498,1253,56,75,77,73,39,79,59,104
ENSG00000240771,1954,77.5,114.5,87,113,70.75,104,76.75,116
ENSG00000287908,737,14.5,15.5,19,14,9.25,24,13.75,21
ENSG00000135454,1942,172,253,213,265,156.5,255.5,189,266.5
ENSG00000135506,2084,3465.5,4246.17,3725.17,4259.5,3006.5,4583.33,2990.92,4485.83
ENSG00000135452,702,501,583,565,597,387,622,420,611
ENSG00000135446,990,3812.5,4804,4251.5,4927.2,3529.5,5279.5,3740.67,5607.5
ENSG00000139266,1212,138,130,122,164,96,148,93,163
ENSG00000111012,1631,8,11,20.5,19.5,9,22,16.5,24.5
ENSG00000037897,847,342.5,465,457.17,535,400,478.5,412.17,646.5
ENSG00000123427,868,46.5,65,64.5,68.75,62.5,68.25,48.25,87
